Name,Taxon_ID,Accession_Number,Length
Gammaproteobacteria bacterium LUC003_P10,1940812,OQX41855.1,206
Oceanospirillales bacterium LUC14_002_19_P2,1940822,OQX39524.1,213
Oceanospirillales bacterium LUC14_002_19_P2,1940822,OQX36460.1,208
Gammaproteobacteria bacterium LUC13013_P4,1940818,OQX34088.1,206
Gammaproteobacteria bacterium LUC14_002_19_P1,1940819,OQX31030.1,206
Proteobacteria bacterium ST_bin15,1978763,OQW81761.1,203
Proteobacteria bacterium ST_bin11,1978759,OQW78706.1,223
Proteobacteria bacterium SG_bin9,1827385,OQW54177.1,356
Proteobacteria bacterium SG_bin9,1827385,OQW52911.1,206
Proteobacteria bacterium SG_bin8,1827387,OQW50925.1,203
Microvirga massiliensis,1033741,WP_082145361.1,318
Nitratireductor soli,1670619,WP_082143816.1,193
Citrobacter sp. MGH106,1686381,WP_082138859.1,254
Enterobacterales,91347,WP_082137011.1,232
Croceicoccus naphthovorans,1348774,WP_082135048.1,234
Achromobacter,222,WP_082134377.1,232
Vogesella sp. EB,1526735,WP_082133820.1,235
Hoeflea sp. IMCC20628,1620421,WP_082128307.1,182
Hoeflea sp. IMCC20628,1620421,WP_082128041.1,236
Alcaligenes faecalis subsp. phenolicus,232846,OQV30405.1,210
Erythrobacter luteus,1581420,WP_082124851.1,321
Sedimenticola thiotaurini,1543721,WP_082117061.1,220
Brucella abortus,235,ATA39879.1,201
Brucella abortus,235,ATA39318.1,206
Brucella abortus,235,ATA37088.1,201
Brucella abortus,235,ATA36411.1,206
Brucella abortus,235,ATA34127.1,201
Brucella abortus,235,ATA33420.1,206
Brucella abortus,235,ATA32784.1,206
Brucella abortus,235,ATA30728.1,201
Brucella abortus,235,ATA30180.1,206
Brenneria goodwinii,1109412,ATA22973.1,228
Brucella abortus,235,ATA15006.1,206
Brucella abortus,235,ATA12705.1,201
Brucella abortus,235,ATA12004.1,206
Brucella abortus,235,ATA09801.1,201
Brucella abortus,235,ATA09108.1,206
Brucella abortus,235,ATA06778.1,201
Brucella abortus,235,ATA06076.1,206
Brucella abortus,235,ATA03929.1,201
Brucella abortus,235,ATA03234.1,206
Brucella abortus,235,ATA00977.1,201
Brucella abortus,235,ATA00280.1,206
Brucella abortus,235,ASZ97976.1,201
Brucella abortus,235,ASZ97331.1,206
Brucella abortus,235,ASZ95142.1,201
Brucella abortus,235,ASZ94431.1,206
Brucella abortus,235,ASZ92148.1,201
Brucella abortus,235,ASZ91449.1,206
Brucella abortus,235,ASZ86294.1,201
Brucella abortus,235,ASZ85600.1,206
Pseudomonas aeruginosa,287,PAZ19013.1,212
Vibrio parahaemolyticus,670,ASZ50599.1,227
Brucella melitensis,29459,ASZ30919.1,195
Brucella melitensis,29459,ASZ30428.1,206
Bradyrhizobium sp. UFLA03-84,418599,PAY10004.1,248
Bradyrhizobium sp. UFLA03-84,418599,PAY06809.1,202
Bradyrhizobium sp. UFLA03-84,418599,PAY05915.1,337
Bradyrhizobium sp. UFLA03-84,418599,PAY04119.1,204
Pectobacterium polaris,2042057,WP_095700261.1,229
Pectobacterium polaris,2042057,ASY80402.1,229
Pectobacterium polaris,2042057,ASY78131.1,229
Sinorhizobium fredii CCBAU 83666,1128334,ASY71267.1,206
Sinorhizobium fredii CCBAU 83666,1128334,ASY69448.1,188
Sinorhizobium fredii CCBAU 83666,1128334,ASY68580.1,202
Opitutae bacterium Tous-C1TDCM,1982319,PAW62219.1,199
Ensifer sojae CCBAU 05684,716928,ASY65852.1,302
Ensifer sojae CCBAU 05684,716928,ASY65033.1,184
Ensifer sojae CCBAU 05684,716928,ASY63544.1,197
Ensifer sojae CCBAU 05684,716928,ASY62693.1,202
Sinorhizobium sp. CCBAU 05631,794846,ASY58956.1,126
Sinorhizobium sp. CCBAU 05631,794846,ASY57071.1,188
Rhizobiales bacterium,1909294,WP_112859311.1,206
Rhizobiales bacterium,1909294,WP_112858830.1,309
Rhizobiales bacterium,1909294,WP_112858311.1,186
Rhizobiales bacterium,1909294,WP_112857476.1,187
Rhizobiales bacterium,1909294,WP_112856100.1,202
Rhizobiales bacterium,1909294,WP_112855385.1,212
Legionella feeleii,453,WP_112854702.1,183
Rhizobiales bacterium,1909294,WP_112853452.1,186
Rhizobiales bacterium,1909294,WP_112853425.1,206
Rhizobiales bacterium,1909294,WP_112853097.1,187
Rhizobiales bacterium,1909294,WP_112852564.1,263
Rhizobiales bacterium,1909294,WP_112852152.1,202
Rhizobiales bacterium,1909294,WP_112851470.1,188
Rhizobiales bacterium,1909294,WP_112850662.1,202
Rhizobiales bacterium,1909294,WP_112849685.1,185
Rhizobiales bacterium,1909294,WP_112847764.1,188
Rhizobiales bacterium,1909294,WP_112846622.1,206
Rhizobiales bacterium,1909294,WP_112846586.1,186
Rhizobiales bacterium,1909294,WP_112841910.1,202
Rhizobiales bacterium,1909294,WP_112839967.1,171
Rhizobiales bacterium,1909294,WP_112839023.1,206
Rhizobiales bacterium,1909294,WP_112838480.1,188
Rhizobiales bacterium,1909294,WP_112831893.1,201
Rhizobiales bacterium,1909294,WP_112830170.1,187
Rhizobiales bacterium,1909294,WP_112830124.1,203
Rhizobiales bacterium,1909294,WP_112830003.1,202
Rhizobiales bacterium,1909294,WP_112828600.1,191
Rhizobiales bacterium,1909294,WP_112827581.1,205
Rhizobiales bacterium,1909294,WP_112827205.1,189
Rhizobiales bacterium,1909294,WP_112824413.1,318
Rhizobiales bacterium,1909294,WP_112823381.1,195
Rhizobiales bacterium,1909294,WP_112823248.1,327
Rhizobiales bacterium,1909294,WP_112821668.1,201
Rhizobiales bacterium,1909294,WP_112819507.1,190
Rhizobiales bacterium,1909294,WP_112809868.1,202
Rhizobiales bacterium,1909294,WP_112809233.1,206
Rhizobiales bacterium,1909294,WP_112802492.1,201
Rhizobiales bacterium,1909294,WP_112801968.1,224
Rhizobiales bacterium,1909294,WP_112801605.1,199
Rhizobiales bacterium,1909294,WP_112796447.1,204
Rhizobiales bacterium,1909294,WP_112766375.1,201
Rhizobiales bacterium,1909294,WP_112764850.1,227
Rhizobiales bacterium,1909294,WP_112764578.1,210
Rhizobiales bacterium,1909294,WP_112758352.1,189
Rhizobiales bacterium,1909294,WP_112757731.1,201
Rhizobiales bacterium,1909294,WP_112756929.1,197
Rhizobiales bacterium,1909294,WP_112755491.1,199
Rhizobiales bacterium,1909294,WP_112754215.1,197
Rhizobiales bacterium,1909294,WP_112752028.1,177
Rhizobiales bacterium,1909294,WP_112739822.1,199
Pseudomonas sp. R9.37,1390498,PSL90472.1,230
Aeromonas hydrophila,644,AVP86863.1,240
Aeromonas hydrophila,644,AVP83115.1,224
Homo sapiens,9606,SJM29840.1,133
Homo sapiens,9606,SJM29823.1,189
Homo sapiens,9606,SJM31273.1,316
Homo sapiens,9606,SJM31457.1,205
Homo sapiens,9606,SJM33745.1,205
Homo sapiens,9606,SJM33735.1,91
Homo sapiens,9606,SJM33719.1,75
Homo sapiens,9606,SJM33718.1,48
Homo sapiens,9606,SJM34582.1,202
Marinobacterium halophilum,267374,PSL14860.1,237
Sphingosinicella sp. GL-C-18,2116704,WP_106514352.1,264
Zobellella taiwanensis,347535,WP_106453886.1,243
Vibrio cholerae,666,PSK04970.1,220
Aeromonas veronii,654,PSJ87069.1,197
Aeromonas veronii,654,PSJ86902.1,224
Mesorhizobium soli,1295366,PSJ64255.1,183
Mesorhizobium soli,1295366,PSJ62196.1,207
Mesorhizobium ephedrae,2116701,PSJ58048.1,207
Mesorhizobium soli,1295366,PSJ54275.1,202
Mesorhizobium ephedrae,2116701,PSJ50299.1,201
Zobellella taiwanensis,347535,PSJ40281.1,243
Zobellella sp. 59N8,2116700,PSJ40195.1,215
Sphingosinicella sp. GL-C-18,2116704,PSJ38287.1,264
Salinicola tamaricis,1771309,WP_106418416.1,228
Salinicola tamaricis,1771309,WP_106418267.1,170
Halomonas sp. ND22Bw,2054178,PSJ23289.1,238
Phyllobacterium brassicacearum,314235,PSH67766.1,202
Phyllobacterium sophorae,1520277,PSH67311.1,223
Phyllobacterium sophorae,1520277,PSH67173.1,204
Phyllobacterium brassicacearum,314235,PSH66796.1,223
Phyllobacterium brassicacearum,314235,PSH63793.1,204
Phyllobacterium sophorae,1520277,PSH63115.1,202
Phyllobacterium endophyticum,1149773,PSH59561.1,204
Phyllobacterium endophyticum,1149773,PSH58067.1,198
Brucella canis,36855,AVO73145.1,201
Brucella canis,36855,AVO71199.1,195
Pseudomonas chlororaphis subsp. piscium,1513890,AVO57848.1,235
Pseudomonas chlororaphis subsp. piscium,1513890,AVO56531.1,229
Pseudomonas mendocina,300,AVO56337.1,212
Pseudomonas mendocina,300,AVO55181.1,226
Phreatobacter cathodiphilus,1868589,AVO45603.1,208
Phreatobacter cathodiphilus,1868589,AVO45356.1,214
Pseudomonas aeruginosa,287,PSG63089.1,237
Marinobacter fuscus,2109942,PSF12180.1,221
Marinobacter shengliensis,1389223,PSF11485.1,219
Marinobacter halophilus,1323740,PSF07554.1,220
Marinobacter halophilus,1323740,PSF06256.1,219
Aeromonas sobria,646,PKQ82666.1,224
Aeromonas sobria,646,PKQ80382.1,237
Aeromonas sobria,646,PKQ76987.1,197
Aeromonas sobria,646,PKQ76335.1,197
Aeromonas sobria,646,PKQ73853.1,224
Aeromonas sobria,646,PKQ72182.1,224
bacterium BMS3Bbin10,2005733,GBE41963.1,215
Vibrio cholerae,666,PKQ54029.1,220
Colwellia sp. 12G3,2058299,WP_101231564.1,211
Colwellia sp. 75C3,888425,WP_101229238.1,211
Colwellia sp. 75C3,888425,WP_101228198.1,232
Pseudoalteromonas,53246,WP_101217150.1,231
Pseudoalteromonas,53246,WP_101217122.1,235
Alteromonadales bacterium alter-6D02,2058087,WP_101215444.1,228
Alteromonadales bacterium alter-6D02,2058087,WP_101215112.1,102
Paraglaciecola sp. MB-3u-78,2058332,WP_101199064.1,221
Pseudomonas sp. ZYSR67-Z,1905276,WP_101193505.1,219
Arcobacter halophilus,197482,WP_101184553.1,215
Arcobacter halophilus,197482,WP_101183236.1,213
Glaciecola sp. 33A,2057807,WP_101181195.1,218
Pseudomonas sp. Choline-02u-1,2058307,WP_101158980.1,230
Aeromonas hydrophila,644,WP_101151060.1,240
Citrobacter portucalensis,1639133,PKQ49466.1,232
Vibrio sp. vnigr-6D03,2058088,WP_101111873.1,226
Psychromonas sp. psych-6C06,2058089,WP_101109375.1,218
Shewanella,22,WP_101089394.1,237
Pseudomonas sp. YY-1,2058659,PKQ41196.1,226
Shewanella sp. ALD9,2058330,WP_101087238.1,216
Psychromonas sp. Urea-02u-13,2058326,WP_101083994.1,225
Psychromonas sp. Urea-02u-13,2058326,WP_101082119.1,211
Moritella sp. Urea-trap-13,2058327,WP_101063591.1,214
Shewanella chilikensis,558541,WP_101057535.1,235
Methylomonas sp. Kb3,1611544,WP_101055733.1,199
Macromonas sp. BK-30,1843082,WP_101048793.1,225
Psychromonas sp. MB-3u-54,2058319,WP_101036918.1,229
Shewanella sp. Actino-trap-3,2058331,WP_101033004.1,216
Shewanella sp. Actino-trap-3,2058331,WP_101032199.1,205
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-12,2013658,PKQ09382.1,266
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-11,2013657,PKQ06815.1,265
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-12,2013658,PKQ02755.1,263
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-15,2013661,PKP98377.1,334
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-3,2013666,PKP76939.1,266
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-5,2013668,PKP71930.1,263
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-7,2013670,PKP64696.1,264
Bacteroidetes bacterium HGW-Bacteroidetes-21,2013690,PKP18121.1,164
Betaproteobacteria bacterium HGW-Betaproteobacteria-1,2013700,PKO91948.1,237
Betaproteobacteria bacterium HGW-Betaproteobacteria-12,2013703,PKO89395.1,214
Betaproteobacteria bacterium HGW-Betaproteobacteria-13,2013704,PKO79766.1,192
Betaproteobacteria bacterium HGW-Betaproteobacteria-17,2013708,PKO73733.1,227
Betaproteobacteria bacterium HGW-Betaproteobacteria-14,2013705,PKO72749.1,216
Aeromonas veronii,654,WP_081394750.1,197
Rhizobium etli,29449,WP_081377057.1,199
Campylobacter concisus,199,WP_081370924.1,196
Citrobacter freundii,546,WP_081368688.1,232
Citrobacter freundii,546,WP_081366205.1,232
Pseudomonas monteilii,76759,WP_081337473.1,225
Agrobacterium tumefaciens,358,WP_081308578.1,171
Mesorhizobium,68287,WP_081296058.1,207
Mesorhizobium,68287,WP_081294768.1,212
Mesorhizobium loti,381,WP_081294119.1,212
Arcobacter cryaerophilus,28198,OQR42327.1,199
Arcobacter cryaerophilus,28198,OQR41568.1,234
Photobacterium damselae,38293,WP_081282923.1,214
Rhizobium phaseoli,396,WP_081278644.1,233
Pseudomonas sp. T,1938440,OQR35384.1,215
Pseudomonas sp. Bc-h,1943632,OQR34122.1,259
Pseudomonas sp. T,1938440,OQR29448.1,233
Pseudomonas sp. Bc-h,1943632,OQR26765.1,231
Halomonas sp. BC1,1670448,WP_081193596.1,237
Halomonas sp. BC2,1670449,WP_081138162.1,237
Ochrobactrum anthropi,529,WP_081104447.1,183
Achromobacter,222,WP_081101107.1,232
Vibrio alginolyticus,663,WP_081048984.1,198
Vibrio cholerae,666,OQQ72381.1,220
Vibrio cholerae,666,OQQ68697.1,220
Vibrio cholerae,666,OQQ66683.1,220
Vibrio cholerae,666,OQQ61857.1,220
Vibrio cholerae,666,OQQ58406.1,220
Vibrio cholerae,666,OQQ54590.1,220
Vibrio cholerae,666,OQQ50290.1,220
Vibrio cholerae,666,OQQ47494.1,220
Vibrio cholerae,666,OQQ42535.1,220
Vibrio anguillarum,55601,OQQ11292.1,220
Vibrio splendidus,29497,OQQ09829.1,222
Vibrio campbellii,680,OQQ06490.1,227
Rhizobium rhizosphaerae,1672749,OQP87947.1,203
Rhizobium rhizosphaerae,1672749,OQP84672.1,206
Vibrio cholerae,666,OQP70896.1,220
Vibrio vulnificus,672,WP_080930744.1,176
Kosakonia radicincitans DSM 16656,1177180,ARD61739.1,217
Vibrio vulnificus,672,WP_080927758.1,237
Pseudaminobacter manganicus,1873176,WP_080919569.1,218
Pseudaminobacter manganicus,1873176,WP_080918852.1,206
Pseudaminobacter manganicus,1873176,WP_080918598.1,201
Shewanella,22,WP_080917533.1,199
Shewanella,22,WP_080915937.1,198
Photobacterium,657,WP_080890365.1,221
Agrobacterium tumefaciens,358,WP_080866406.1,177
Agrobacterium tumefaciens,358,WP_080864801.1,201
Agrobacterium deltaense,1183412,WP_080856724.1,177
Mesorhizobium loti,381,PBB60055.1,206
Mesorhizobium loti,381,PBB60014.1,202
Mesorhizobium loti,381,PBB58754.1,314
Mesorhizobium loti,381,PBB56935.1,204
Mesorhizobium loti,381,PBB56526.1,216
Mesorhizobium loti,381,PBB53692.1,206
Mesorhizobium loti,381,PBB53651.1,202
Mesorhizobium loti,381,PBB52369.1,314
Mesorhizobium loti,381,PBB51372.1,204
Mesorhizobium loti,381,PBB49275.1,216
Mesorhizobium loti,381,PBB46780.1,206
Mesorhizobium loti,381,PBB46738.1,202
Mesorhizobium loti,381,PBB45926.1,314
Mesorhizobium sp. WSM3866,422271,PBB44275.1,205
Mesorhizobium sp. WSM3866,422271,PBB44139.1,200
Mesorhizobium sp. WSM3866,422271,PBB43667.1,170
Mesorhizobium sp. WSM3866,422271,PBB42832.1,331
Mesorhizobium sp. WSM3866,422271,PBB42412.1,201
Mesorhizobium sp. WSM3866,422271,PBB39991.1,176
Mesorhizobium sp. WSM3868,2029405,PBB38749.1,205
Mesorhizobium sp. WSM3868,2029405,PBB38631.1,170
Mesorhizobium sp. WSM3868,2029405,PBB37562.1,200
Mesorhizobium sp. WSM3882,2029407,PBB36547.1,170
Mesorhizobium sp. WSM3868,2029405,PBB35840.1,201
Mesorhizobium sp. WSM3882,2029407,PBB35084.1,200
Mesorhizobium sp. WSM3868,2029405,PBB34489.1,176
Mesorhizobium sp. WSM3882,2029407,PBB32184.1,201
Mesorhizobium sp. WSM3882,2029407,PBB31336.1,205
Mesorhizobium sp. WSM4304,2029408,PBB28065.1,206
Mesorhizobium sp. WSM4304,2029408,PBB28027.1,202
Mesorhizobium sp. WSM4304,2029408,PBB27895.1,216
Mesorhizobium sp. WSM4304,2029408,PBB22878.1,314
Mesorhizobium sp. WSM4304,2029408,PBB22850.1,204
Mesorhizobium sp. WSM4313,2029412,PBB20486.1,314
Mesorhizobium sp. WSM4313,2029412,PBB19884.1,201
Mesorhizobium sp. WSM4313,2029412,PBB18743.1,201
Mesorhizobium sp. WSM4313,2029412,PBB18431.1,205
Mesorhizobium loti,381,PBB15094.1,204
Mesorhizobium loti,381,PBB13915.1,216
Mesorhizobium loti,381,PBB12215.1,206
Mesorhizobium loti,381,PBB12173.1,202
Mesorhizobium loti,381,PBB10789.1,314
Brucella abortus,235,ASZ89159.1,201
Brucella abortus,235,ASZ88424.1,206
Vibrio anguillarum,55601,ATA50895.1,220
Brucella abortus,235,ATA46088.1,201
Brucella abortus,235,ATA45516.1,206
Brucella abortus,235,ATA43260.1,201
Brucella abortus,235,ATA42557.1,206
Brucella abortus,235,ATA41915.1,206
Bradyrhizobium mercantei,1904807,WP_076858547.1,204
Agrobacterium tumefaciens,358,WP_076845506.1,201
Bradyrhizobium sp. UFLA 03-321,1783512,WP_076833281.1,209
Bradyrhizobium sp. UFLA 03-321,1783512,WP_076832612.1,250
Bradyrhizobium sp. UFLA 03-321,1783512,WP_076826190.1,337
Brucella sp. 09RB8471,1149952,WP_076780380.1,206
Brucella sp. 09RB8910,1844051,WP_076771546.1,201
Brucella sp. 09RB8910,1844051,WP_076771029.1,206
Marinobacter lutaoensis,135739,WP_076723944.1,224
Vibrio splendidus,29497,WP_076674520.1,222
Vibrio,662,WP_076650530.1,222
Methylorubrum extorquens,408,WP_076643839.1,219
Halioglobus japonicus,930805,AQA18039.1,222
Pseudomonas gessardii,78544,ONH46044.1,230
Aeromonas hydrophila,644,ONG12121.1,224
Aeromonas hydrophila,644,ONG04274.1,253
Methylobacterium radiotolerans,31998,ONF49159.1,210
Methylobacterium radiotolerans,31998,ONF45610.1,228
Marinobacter lutaoensis,135739,ONF44064.1,224
Ensifer sp. 1H6,1911585,OMQ44991.1,206
Ensifer sp. 1H6,1911585,OMQ44899.1,202
Ensifer sp. 1H6,1911585,OMQ39967.1,196
Pseudomonas putida,303,OMQ37350.1,235
Pseudomonas putida,303,OMQ30159.1,231
Agrobacterium tumefaciens,358,OMP73736.1,202
Agrobacterium tumefaciens,358,OMP73517.1,171
Agrobacterium tumefaciens,358,OMP71915.1,177
Agrobacterium tumefaciens,358,OMP70931.1,221
Agrobacterium tumefaciens,358,OMP70429.1,201
Vibrio parahaemolyticus,670,OMP49680.1,227
Vibrio sp. 10N.261.45.E1,1903177,OMO38535.1,222
Vibrio sp. 10N.222.47.A9,1903178,OMO33982.1,222
Vibrio splendidus,29497,OMO29520.1,222
Vibrio lentus,136468,OMO29253.1,222
Agrobacterium sp. DSM 25558,1907665,SCX02552.1,203
Agrobacterium sp. DSM 25558,1907665,SCX07067.1,204
Agrobacterium sp. DSM 25558,1907665,SCX27816.1,193
Agrobacterium sp. DSM 25559,1907666,SCX01718.1,203
Agrobacterium sp. DSM 25559,1907666,SCX21367.1,204
Agrobacterium sp. DSM 25559,1907666,SCX27686.1,193
Pseudomonas aeruginosa,287,SIP53977.1,237
Brucella sp. 09RB8910,1844051,APY15462.1,195
Brucella sp. 09RB8910,1844051,APY14630.1,201
Brucella sp. 09RB8910,1844051,APY13820.1,206
Halomonas sp. 1513,1883416,APX94949.1,218
Methylorubrum extorquens,408,APX87500.1,222
Methylorubrum extorquens,408,APX87194.1,234
Methylorubrum extorquens,408,APX87193.1,219
Achromobacter insolitus,217204,APX73707.1,227
Brucella sp. 09RB8471,1149952,APX70614.1,201
Rhizobiales bacterium,1909294,WP_112509742.1,213
Rhizobiales bacterium,1909294,WP_112509082.1,199
Rhizobiales bacterium,1909294,WP_112503535.1,203
Rhizobiales bacterium,1909294,WP_112499829.1,193
Rhizobiales bacterium,1909294,WP_112497786.1,204
Rhizobiales bacterium,1909294,WP_112497444.1,202
Rhizobiales bacterium,1909294,WP_112488963.1,221
Vibrio variabilis,990271,WP_112478326.1,219
Rhizobiales bacterium,1909294,WP_112458047.1,203
Rhizobiales bacterium,1909294,WP_112457261.1,196
Rhizobiales bacterium,1909294,WP_112454551.1,204
Rhizobiales bacterium,1909294,WP_112454158.1,174
Rhizobiales bacterium,1909294,WP_112441047.1,223
Rhizobiales bacterium,1909294,WP_112434231.1,195
Rhizobiales bacterium,1909294,WP_112433682.1,201
Rhizobiales bacterium,1909294,WP_112433310.1,195
Rhizobiales bacterium,1909294,WP_112428890.1,199
Rhizobiales bacterium,1909294,WP_112424032.1,316
Rhizobiales bacterium,1909294,WP_112421862.1,224
Rhizobiales bacterium,1909294,WP_112421026.1,199
Vibrio aestivus,1117706,WP_112418257.1,270
Vibrio aestivus,1117706,WP_112417699.1,221
Rhizobiales bacterium,1909294,WP_112415547.1,316
Rhizobiales bacterium,1909294,WP_112413756.1,201
Rhizobiales bacterium,1909294,WP_112409170.1,222
Rhizobiales bacterium,1909294,WP_112406823.1,188
Rhizobiales bacterium,1909294,WP_112405069.1,202
Rhizobiales bacterium,1909294,WP_112400042.1,224
Rhizobiales bacterium,1909294,WP_112399685.1,199
Rhizobiales bacterium,1909294,WP_112393911.1,205
Rhizobiales bacterium,1909294,WP_112392222.1,202
Rhizobiales bacterium,1909294,WP_112389766.1,321
Rhizobiales bacterium,1909294,WP_112387435.1,191
Rhizobiales bacterium,1909294,WP_112387332.1,199
Rhizobiales bacterium,1909294,WP_112385138.1,199
Sphingomonas aeria Xue et al. 2018,2052949,WP_112383670.1,225
Rhizobiales bacterium,1909294,WP_112360674.1,253
Rhizobiales bacterium,1909294,WP_112356844.1,201
Rhizobiales bacterium,1909294,WP_112356694.1,221
Rhizobiales bacterium,1909294,WP_112356453.1,201
Rhizobiales bacterium,1909294,WP_112354303.1,221
Shewanella benthica,43661,WP_112350698.1,235
Rhizobiales bacterium,1909294,WP_112346732.1,177
Rhizobium tropici,398,WP_112345082.1,224
Rhizobium tropici,398,WP_112344672.1,316
Rhizobium tropici,398,WP_112343535.1,199
Rhizobium tropici,398,WP_112343119.1,201
Rhizobium sp. NFR17,1566260,WP_112339458.1,316
Rhizobium sp. NFR17,1566260,WP_112338987.1,201
Rhizobium sp. NFR17,1566260,WP_112337635.1,224
Pseudomonas sp. HMWF010,2056847,PTT85091.1,223
Pseudomonas sp. HMWF010,2056847,PTT84021.1,230
Pseudomonas sp. HMWF005,2056842,PTT79409.1,230
Pelomonas sp. HMWF004,2056841,PTT76141.1,150
Pseudomonas sp. HMWF007,2056844,PTT66612.1,230
Aeromonas sp. HMWF015,2056851,PTT57453.1,223
Aeromonas sp. HMWF014,2056850,PTT54296.1,249
Aeromonas sp. HMWF014,2056850,PTT51848.1,224
Aeromonas sp. HMWF015,2056851,PTT50710.1,197
Aeromonas sp. HMWF016,2056852,PTT48607.1,224
Aeromonas sp. HMWF016,2056852,PTT44643.1,255
Aeromonas sp. HMWF017,2056853,PTT33072.1,224
Pseudomonas sp. HMWF021,2056857,PTT27251.1,230
Aeromonas sp. HMWF017,2056853,PTT23929.1,197
Pseudomonas sp. HMWF034,2056867,PTT09648.1,230
Pseudomonas sp. HMWF006,2056843,PTT02679.1,230
