"","organism","TaxID","subgroup","level","RefSeq.FTP"
"17909","Candidatus Enterovibrio luxaltus",1927128,"Gammaproteobacteria","SAMN06128235","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/381/345/GCA_002381345.1_ASM238134v1"
"9203","Alteromonadaceae bacterium XY-R5",1737567,"Gammaproteobacteria","SAMN05000124","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/395/GCA_001660395.1_ASM166039v1"
"16046","Porticoccaceae bacterium UBA1117",1952748,"Gammaproteobacteria","SAMN06454364","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/313/335/GCA_002313335.1_ASM231333v1"
"8965","Moraxellaceae bacterium REDSEA-S45_B11",1811617,"Gammaproteobacteria","SAMN04534598","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/626/575/GCA_001626575.1_ASM162657v1"
"2272","Methylophilaceae bacterium 11",1101195,"Betaproteobacteria","SAMN02849406","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/025/GCA_000525025.1_ASM52502v1"
"4706","Oceanospirillales bacterium SCGC AAA298-N10",939745,"Gammaproteobacteria","SAMN02440512","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/115/GCA_000385115.1_ASM38511v1"
"7569","Thiotrichales bacterium SG8_50",1703416,"Gammaproteobacteria","SAMN03994184","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/455/GCA_001304455.1_ASM130445v1"
"1020","Flavobacteriaceae bacterium 3519-10",531844,"Bacteroidetes/Chlorobi group","SAMN02604231","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/725/GCA_000023725.1_ASM2372v1"
"16035","Agaribacterium haliotis",2013869,"Gammaproteobacteria","SAMN07303802","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/312/815/GCA_002312815.1_ASM231281v1"
"7486","Pseudoalteromonas tetraodonis",43659,"Gammaproteobacteria","SAMN03380228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/835/GCA_002310835.1_ASM231083v1"
"37503","Aeromonas salmonicida subsp. masoucida",197700,"Gammaproteobacteria","SAMN05735119","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/313/065/GCA_002313065.1_ASM231306v1"
"2077.1","Pseudoalteromonas arctica A 37-1-2",1117313,"Gammaproteobacteria","SAMN02470925","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/395/GCA_000238395.4_ASM23839v4"
"8084","Pseudoalteromonas issachenkonii",152297,"Gammaproteobacteria","SAMN04299559","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/325/GCA_001455325.1_ASM145532v1"
"4015","Pseudoalteromonas agarivorans DSM 14585",1312369,"Gammaproteobacteria","SAMN03380222","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/855/GCA_002310855.1_ASM231085v1"
"7267","Brenneria goodwinii",1109412,"Gammaproteobacteria","SAMEA3201438","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/049/335/GCA_001049335.1_B_goodwinii_PB"
"5268","Pseudomonas moraviensis",321662,"Gammaproteobacteria","SAMN04490196","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/805/GCA_900105805.1_IMG-taxon_2639762633_annotated_assembly"
"3049","Pseudomonas indica NBRC 103045",1215103,"Gammaproteobacteria","SAMD00046928","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/091/635/GCA_002091635.1_ASM209163v1"
"15530","Halovibrio sp. YL5-2",2032626,"Gammaproteobacteria","SAMN07573030","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/965/GCA_002286965.1_ASM228696v1"
"5597","Vibrio metoecus",1481663,"Gammaproteobacteria","SAMN02393823","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/215/GCA_000176215.1_ASM17621v1"
"2980","Cellvibrio mixtus subsp. mixtus J3-8",1209072,"Gammaproteobacteria","SAMN03107408","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/766/945/GCA_000766945.1_CelMixJ3-8_1.0"
"8917","Photobacterium sanguinicancri",875932,"Gammaproteobacteria","SAMN04262200","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/765/GCA_001563765.1_ASM156376v1"
"15360","Bordetella genomosp. 5",1395608,"Betaproteobacteria","SAMN06767134","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/261/315/GCA_002261315.1_ASM226131v1"
"15358","Bordetella genomosp. 10",1416804,"Betaproteobacteria","SAMN06767138","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/261/225/GCA_002261225.1_ASM226122v1"
"14536","Bordetella genomosp. 9",1416803,"Betaproteobacteria","SAMN06767139","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/725/GCA_002119725.1_ASM211972v1"
"15357","Bordetella genomosp. 11",1416808,"Betaproteobacteria","SAMN06767131","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/261/215/GCA_002261215.1_ASM226121v1"
"14513","Bordetella genomosp. 13",463040,"Betaproteobacteria","SAMN06767129","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/665/GCA_002119665.1_ASM211966v1"
"1963","Halomonas boliviensis LC1",1072583,"Gammaproteobacteria","SAMN02471366","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/035/GCA_000236035.1_KUC0.1"
"3859","Pseudomonas poae RE*1-1-14",1282356,"Gammaproteobacteria","SAMN02603296","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/465/GCA_000336465.1_ASM33646v1"
"14515","Bordetella genomosp. 6",463024,"Betaproteobacteria","SAMN06767144","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/705/GCA_002119705.1_ASM211970v1"
"15344","Hahella sp. CCB-MM4",1926491,"Gammaproteobacteria","SAMN06114548","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/260/525/GCA_002260525.1_ASM226052v1"
"15354","Marinobacter vinifirmus",355591,"Gammaproteobacteria","SAMN06827974","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/258/215/GCA_002258215.1_ASM225821v1"
"22337","Vibrio qinghaiensis",2025808,"Gammaproteobacteria","SAMN07178513","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/257/545/GCA_002257545.1_ASM225754v1"
"15447","Burkholderiales bacterium 34-67-9",1970498,"Betaproteobacteria","SAMN06622212","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/282/515/GCA_002282515.1_ASM228251v1"
"15435","Hydrogenophilales bacterium 17-64-65",1970528,"Hydrogenophilalia","SAMN06622238","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/282/115/GCA_002282115.1_ASM228211v1"
"15260","Hydrogenophilales bacterium 17-61-9",1970524,"Hydrogenophilalia","SAMN06622249","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/785/GCA_002256785.1_ASM225678v1"
"15436","Methylophilaceae bacterium 17-44-8",1970534,"Betaproteobacteria","SAMN06622251","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/282/135/GCA_002282135.1_ASM228213v1"
"15264","Hydrogenophilales bacterium 16-64-40",1970521,"Hydrogenophilalia","SAMN06622283","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/995/GCA_002256995.1_ASM225699v1"
"15418","Hydrogenophilales bacterium 28-61-23",1970530,"Hydrogenophilalia","SAMN06622297","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/281/555/GCA_002281555.1_ASM228155v1"
"15415","Burkholderiales bacterium 28-67-8",1970497,"Betaproteobacteria","SAMN06622307","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/281/415/GCA_002281415.1_ASM228141v1"
"15417","Methylophilales bacterium 28-44-11",1970538,"Betaproteobacteria","SAMN06622304","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/281/475/GCA_002281475.1_ASM228147v1"
"15394","Comamonadaceae bacterium 32-67-11",1970505,"Betaproteobacteria","SAMN06622352","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/280/595/GCA_002280595.1_ASM228059v1"
"15239","Burkholderiales bacterium PBB4",2015566,"Betaproteobacteria","SAMN07280684","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/095/GCA_002256095.1_ASM225609v1"
"15236","Burkholderiales bacterium PBB2",2015564,"Betaproteobacteria","SAMN07280681","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/255/955/GCA_002255955.1_ASM225595v1"
"15233","Burkholderiales bacterium PBB1",2015563,"Betaproteobacteria","SAMN07280680","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/255/905/GCA_002255905.1_ASM225590v1"
"15240","Burkholderiales bacterium PBB3",2015565,"Betaproteobacteria","SAMN07280683","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/115/GCA_002256115.1_ASM225611v1"
"15234","Burkholderiales bacterium PBB6",2015568,"Betaproteobacteria","SAMN07280686","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/255/925/GCA_002255925.1_ASM225592v1"
"2570","Rhodoferax sp. TH121",2022803,"Betaproteobacteria","SAMN07418559","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/855/GCA_002251855.1_ASM225185v1"
"2275","Pseudomonas mandelii JR-1",1147786,"Gammaproteobacteria","SAMN02469697","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/545/GCA_000257545.3_ASM25754v3"
"8210","Legionella spiritensis",452,"Gammaproteobacteria","SAMN04274795","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/468/165/GCA_001468165.1_ASM146816v1"
"5219","Legionella lansingensis DSM 19556 = ATCC 49751",1122164,"Gammaproteobacteria","SAMN02744032","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/185/GCA_000622185.1_ASM62218v1"
"8219","Legionella waltersii",66969,"Gammaproteobacteria","SAMN04274799","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/468/085/GCA_001468085.1_ASM146808v1"
"23046","Acidovorax kalamii",2004485,"Betaproteobacteria","SAMN07156299","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/245/625/GCA_002245625.1_ASM224562v1"
"15188","Oceanimonas baumannii",129578,"Gammaproteobacteria","SAMN06648058","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/245/495/GCA_002245495.1_ASM224549v1"
"21871","Thauera propionica",2019431,"Betaproteobacteria","SAMN07341766","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/245/655/GCA_002245655.1_ASM224565v1"
"15178","Oceanimonas doudoroffii",84158,"Gammaproteobacteria","SAMN06648056","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/242/685/GCA_002242685.1_ASM224268v1"
"8573","Bradyrhizobium viridifuturi",1654716,"Alphaproteobacteria","SAMN03890369","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/238/275/GCA_001238275.1_ASM123827v1"
"18162","Lonsdalea iberica",1082703,"Gammaproteobacteria","SAMN04363720","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/585/GCA_002111585.1_ASM211158v1"
"15173","Vibrio sp. V03_P4A6T147",1938658,"Gammaproteobacteria","SAMN06251399","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/241/085/GCA_002241085.1_ASM224108v1"
"15197","Bacterioplanes sanyensis",1249553,"Gammaproteobacteria","SAMN07372106","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/535/GCA_002237535.1_ASM223753v1"
"12606","Syntrophus gentianae",43775,"delta/epsilon subdivisions","SAMN04489760","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/885/GCA_900109885.1_IMG-taxon_2634166346_annotated_assembly"
"35662","Tardiphaga sp. OK245",1855306,"Alphaproteobacteria","SAMN05216367","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/575/GCA_900108575.1_IMG-taxon_2609459751_annotated_assembly"
"3058","Pseudomonas straminea",47882,"Gammaproteobacteria","SAMN05216372","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/645/GCA_900112645.1_IMG-taxon_2663762767_annotated_assembly"
"12651","Pseudomonas yangmingensis",1720063,"Gammaproteobacteria","SAMN05216217","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/825/GCA_900114825.1_IMG-taxon_2663762769_annotated_assembly"
"30455","Thiomicrospira sp. ALE5",748650,"Gammaproteobacteria","SAMN03092900","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/445/GCA_900112445.1_IMG-taxon_2593339253_annotated_assembly"
"12379","Pseudomonas xinjiangensis",487184,"Gammaproteobacteria","SAMN05216421","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/945/GCA_900104945.1_IMG-taxon_2667527388_annotated_assembly"
"12256","Vibrio xiamenensis",861298,"Gammaproteobacteria","SAMN04488136","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/015/GCA_900100015.1_IMG-taxon_2617270927_annotated_assembly"
"12387","Pseudomonas vancouverensis",95300,"Gammaproteobacteria","SAMN05216558","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/825/GCA_900105825.1_IMG-taxon_2667527228_annotated_assembly"
"12610","Roseateles sp. YR242",1855305,"Betaproteobacteria","SAMN05216359","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/745/GCA_900109745.1_IMG-taxon_2615840637_annotated_assembly"
"12784","Halomonas xianhensis",442341,"Gammaproteobacteria","SAMN04487959","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/605/GCA_900113605.1_IMG-taxon_2617270878_annotated_assembly"
"12596","Halomonas subterranea",416874,"Gammaproteobacteria","SAMN04487958","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/305/GCA_900111305.1_IMG-taxon_2617270764_annotated_assembly"
"12466","Aidingimonas halophila",574349,"Gammaproteobacteria","SAMN05443545","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/955/GCA_900106955.1_IMG-taxon_2693429859_annotated_assembly"
"2628","Afipia sp. GAS231",1882747,"Alphaproteobacteria","SAMN05444050","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/365/GCA_900103365.1_IMG-taxon_2690315678_annotated_assembly"
"12957","Pseudomonas sagittaria",1135990,"Gammaproteobacteria","SAMN05216229","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/715/GCA_900115715.1_IMG-taxon_2663762798_annotated_assembly"
"12417","Pseudomonas saponiphila",556534,"Gammaproteobacteria","SAMN05216178","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/185/GCA_900105185.1_IMG-taxon_2667528183_annotated_assembly"
"12188","Desulforhopalus singaporensis",91360,"delta/epsilon subdivisions","SAMN05660330","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/445/GCA_900104445.1_IMG-taxon_2596583525_annotated_assembly"
"12817","Bradyrhizobium arachidis",858423,"Alphaproteobacteria","SAMN02441457","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/685/GCA_000472685.1_ASM47268v1"
"12147","Desulfoluna spongiiphila",419481,"delta/epsilon subdivisions","SAMN05216233","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/345/GCA_900101345.1_IMG-taxon_2654587882_annotated_assembly"
"12435","Bradyrhizobium erythrophlei",1437360,"Alphaproteobacteria","SAMN05444164","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/845/GCA_900105845.1_IMG-taxon_2690316366_annotated_assembly"
"12170","Desulfonatronum thiosulfatophilum",617002,"delta/epsilon subdivisions","SAMN05660653","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/215/GCA_900104215.1_IMG-taxon_2596583601_annotated_assembly"
"12753","Methylobacterium pseudosasicola",582667,"Alphaproteobacteria","SAMN05192568","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/535/GCA_900114535.1_IMG-taxon_2654588108_annotated_assembly"
"12664","Marinobacter zhejiangensis",488535,"Gammaproteobacteria","SAMN04487963","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/775/GCA_900114775.1_IMG-taxon_2617270916_annotated_assembly"
"12810","Marinobacter daqiaonensis",650891,"Gammaproteobacteria","SAMN05216203","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/285/GCA_900115285.1_IMG-taxon_2667527383_annotated_assembly"
"12808","Marinobacter gudaonensis",375760,"Gammaproteobacteria","SAMN04488073","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/175/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly"
"12689","Pseudoalteromonas denitrificans DSM 6059",1123010,"Gammaproteobacteria","SAMN02745724","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/265/GCA_900112265.1_IMG-taxon_2599185267_annotated_assembly"
"12791","Methylobacterium gossipiicola",582675,"Alphaproteobacteria","SAMN05192565","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/485/GCA_900113485.1_IMG-taxon_2651870128_annotated_assembly"
"22652","Bradyrhizobium shewense",1761772,"Alphaproteobacteria","SAMN04487809","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/094/605/GCA_900094605.1_IMG-taxon_2617270735_annotated_assembly"
"12728","Methylorubrum salsuginis",414703,"Alphaproteobacteria","SAMN04488125","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/375/GCA_900114375.1_IMG-taxon_2617270908_annotated_assembly"
"12639","Methylobacterium brachiatum",269660,"Alphaproteobacteria","SAMN02799642","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/845/GCA_900113845.1_IMG-taxon_2590828855_annotated_assembly"
"12601","Marinobacter segnicrescens",430453,"Gammaproteobacteria","SAMN04487962","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/555/GCA_900111555.1_IMG-taxon_2617270929_annotated_assembly"
"4043","Marinobacterium georgiense DSM 11526",1122198,"Gammaproteobacteria","SAMN02745729","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/855/GCA_900107855.1_IMG-taxon_2634166328_annotated_assembly"
"12427","Marinobacter mobilis",488533,"Gammaproteobacteria","SAMN04487960","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/945/GCA_900106945.1_IMG-taxon_2617270765_annotated_assembly"
"30429","Mitsuaria sp. PDC51",1881035,"Betaproteobacteria","SAMN05428960","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/225/GCA_900113225.1_IMG-taxon_2690315655_annotated_assembly"
"12196","Methylobacterium phyllostachyos",582672,"Alphaproteobacteria","SAMN05216360","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/445/GCA_900103445.1_IMG-taxon_2651870120_annotated_assembly"
"12790","Methylophaga sulfidovorans",45496,"Gammaproteobacteria","SAMN04488079","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/205/GCA_900114205.1_IMG-taxon_2622736507_annotated_assembly"
"12743","Methylocapsa palsarum",1612308,"Alphaproteobacteria","SAMN05444581","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/285/GCA_900114285.1_IMG-taxon_2675903028_annotated_assembly"
"12315","Microbulbifer yueqingensis",658219,"Gammaproteobacteria","SAMN05216212","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/355/GCA_900100355.1_IMG-taxon_2667528184_annotated_assembly"
"12165","Methylophilus rhizosphaerae",492660,"Betaproteobacteria","SAMN05192566","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/975/GCA_900100975.1_IMG-taxon_2654588194_annotated_assembly"
"12138","Ancylobacter rudongensis",177413,"Alphaproteobacteria","SAMN05660859","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/155/GCA_900100155.1_IMG-taxon_2596583652_annotated_assembly"
"12461","Microbulbifer marinus",658218,"Gammaproteobacteria","SAMN05216562","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/725/GCA_900107725.1_IMG-taxon_2667527380_annotated_assembly"
"12597","Amphritea atlantica",355243,"Gammaproteobacteria","SAMN03080615","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/095/GCA_900111095.1_IMG-taxon_2599185211_annotated_assembly"
"12459","Alkalimonas amylolytica",152573,"Gammaproteobacteria","SAMN04488051","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/845/GCA_900107845.1_IMG-taxon_2617270770_annotated_assembly"
"12717","Neptunomonas qingdaonensis",1045558,"Gammaproteobacteria","SAMN05216175","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/275/GCA_900113275.1_IMG-taxon_2663762747_annotated_assembly"
"12973","Pseudomonas marincola",437900,"Gammaproteobacteria","SAMN05216264","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/605/GCA_900116605.1_IMG-taxon_2663763603_annotated_assembly"
"12959","Pseudomonas borbori",289003,"Gammaproteobacteria","SAMN05216190","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/555/GCA_900115555.1_IMG-taxon_2671180032_annotated_assembly"
"12419","Pseudomonas mohnii",395600,"Gammaproteobacteria","SAMN05216205","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/115/GCA_900105115.1_IMG-taxon_2667527224_annotated_assembly"
"12291","Pseudomonas benzenivorans",556533,"Gammaproteobacteria","SAMN05216603","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/495/GCA_900100495.1_IMG-taxon_2663762779_annotated_assembly"
"12262","Pseudomonas guguanensis",1198456,"Gammaproteobacteria","SAMN05216213","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/265/GCA_900104265.1_IMG-taxon_2663762796_annotated_assembly"
"12518","Pseudomonas cuatrocienegasensis",543360,"Gammaproteobacteria","SAMN05216600","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/925/GCA_900110925.1_IMG-taxon_2663763600_annotated_assembly"
"12445","Pseudomonas anguilliseptica",53406,"Gammaproteobacteria","SAMN05421553","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/355/GCA_900105355.1_IMG-taxon_2687453785_annotated_assembly"
"12329","Ferrimonas sediminum",718193,"Gammaproteobacteria","SAMN04488540","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/175/GCA_900100175.1_IMG-taxon_2634166324_annotated_assembly"
"12334","Pseudomonas oryzae",1392877,"Gammaproteobacteria","SAMN05216221","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/805/GCA_900104805.1_IMG-taxon_2667527434_annotated_assembly"
"12215","Pseudomonas moorei",395599,"Gammaproteobacteria","SAMN04490195","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/045/GCA_900102045.1_IMG-taxon_2639762638_annotated_assembly"
"12628","Pseudomonas linyingensis",915471,"Gammaproteobacteria","SAMN05216201","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/175/GCA_900109175.1_IMG-taxon_2663762776_annotated_assembly"
"12131","Pseudomonas peli",592361,"Gammaproteobacteria","SAMN05216370","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/645/GCA_900099645.1_IMG-taxon_2671180067_annotated_assembly"
"12645","Pseudomonas guineae",425504,"Gammaproteobacteria","SAMN05216206","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/745/GCA_900113745.1_IMG-taxon_2667527413_annotated_assembly"
"12279","Filomicrobium insigne",418854,"Alphaproteobacteria","SAMN04488061","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/305/GCA_900104305.1_IMG-taxon_2617270918_annotated_assembly"
"12363","Pseudomonas pohangensis",364197,"Gammaproteobacteria","SAMN05216296","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/995/GCA_900105995.1_IMG-taxon_2667527387_annotated_assembly"
"12194","Pseudomonas arsenicoxydans",702115,"Gammaproteobacteria","SAMN04489798","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/875/GCA_900103875.1_IMG-taxon_2636416065_annotated_assembly"
"12692","Kushneria avicenniae",402385,"Gammaproteobacteria","SAMN05421848","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/585/GCA_900112585.1_IMG-taxon_2684623008_annotated_assembly"
"31571","Kosakonia sp. S29",1855371,"Gammaproteobacteria","SAMN05216563","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/785/GCA_900112785.1_IMG-taxon_2651870173_annotated_assembly"
"12984","Halomonas saccharevitans",416872,"Gammaproteobacteria","SAMN04487956","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/405/GCA_900116405.1_IMG-taxon_2617270933_annotated_assembly"
"12260","Halomonas muralis",119000,"Gammaproteobacteria","SAMN05661010","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/945/GCA_900102945.1_IMG-taxon_2599185144_annotated_assembly"
"12563","Halomonas daqiaonensis",650850,"Gammaproteobacteria","SAMN04488129","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/725/GCA_900109725.1_IMG-taxon_2617270880_annotated_assembly"
