"","organism","TaxID","subgroup","level","RefSeq.FTP","tbl","prt"
"22","Shewanella putrefaciens CN-32",319224,"Gammaproteobacteria","SAMN00623063","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/585/GCA_000016585.1_ASM1658v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/585/GCA_000016585.1_ASM1658v1/GCA_000016585.1_ASM1658v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/585/GCA_000016585.1_ASM1658v1/GCA_000016585.1_ASM1658v1_protein.faa.gz"
"29156","Shewanella baltica OS155",325240,"Gammaproteobacteria","SAMN02598299","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/845/GCA_000015845.1_ASM1584v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/845/GCA_000015845.1_ASM1584v1/GCA_000015845.1_ASM1584v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/845/GCA_000015845.1_ASM1584v1/GCA_000015845.1_ASM1584v1_protein.faa.gz"
"30250","Shewanella sp. W3-18-1",351745,"Gammaproteobacteria","SAMN02598315","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/185/GCA_000015185.1_ASM1518v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/185/GCA_000015185.1_ASM1518v1/GCA_000015185.1_ASM1518v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/185/GCA_000015185.1_ASM1518v1/GCA_000015185.1_ASM1518v1_protein.faa.gz"
"33355","Shewanella sp. ANA-3",94122,"Gammaproteobacteria","SAMN02598318","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/935/GCA_000203935.1_ASM20393v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/935/GCA_000203935.1_ASM20393v1/GCA_000203935.1_ASM20393v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/935/GCA_000203935.1_ASM20393v1/GCA_000203935.1_ASM20393v1_protein.faa.gz"
"2459","Shewanella sp. MR-7",60481,"Gammaproteobacteria","SAMN02598316","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/665/GCA_000014665.1_ASM1466v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/665/GCA_000014665.1_ASM1466v1/GCA_000014665.1_ASM1466v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/665/GCA_000014665.1_ASM1466v1/GCA_000014665.1_ASM1466v1_protein.faa.gz"
"27710","Shewanella sp. MR-4",60480,"Gammaproteobacteria","SAMN02598317","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/685/GCA_000014685.1_ASM1468v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/685/GCA_000014685.1_ASM1468v1/GCA_000014685.1_ASM1468v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/685/GCA_000014685.1_ASM1468v1/GCA_000014685.1_ASM1468v1_protein.faa.gz"
"427","Pseudoalteromonas atlantica T6c",342610,"Gammaproteobacteria","SAMN02598305","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/225/GCA_000014225.1_ASM1422v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/225/GCA_000014225.1_ASM1422v1/GCA_000014225.1_ASM1422v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/225/GCA_000014225.1_ASM1422v1/GCA_000014225.1_ASM1422v1_protein.faa.gz"
"327","Shewanella oneidensis MR-1",211586,"Gammaproteobacteria","SAMN02604014","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/165/GCA_000146165.2_ASM14616v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/165/GCA_000146165.2_ASM14616v2/GCA_000146165.2_ASM14616v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/165/GCA_000146165.2_ASM14616v2/GCA_000146165.2_ASM14616v2_protein.faa.gz"
"20811","Fulvimarina sp. 85",2293836,"Alphaproteobacteria","SAMN09780445","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/015/GCA_003403015.1_ASM340301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/015/GCA_003403015.1_ASM340301v1/GCA_003403015.1_ASM340301v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/015/GCA_003403015.1_ASM340301v1/GCA_003403015.1_ASM340301v1_protein.faa.gz"
"18185","Proteobacteria bacterium",1977087,"unclassified Proteobacteria","SAMN07568925","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/401/635/GCA_002401635.1_ASM240163v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/401/635/GCA_002401635.1_ASM240163v1/GCA_002401635.1_ASM240163v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/401/635/GCA_002401635.1_ASM240163v1/GCA_002401635.1_ASM240163v1_protein.faa.gz"
"22172","Betaproteobacteria bacterium HGW-Betaproteobacteria-1",2013700,"Betaproteobacteria","SAMN06767601","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/435/GCA_002842435.1_ASM284243v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/435/GCA_002842435.1_ASM284243v1/GCA_002842435.1_ASM284243v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/435/GCA_002842435.1_ASM284243v1/GCA_002842435.1_ASM284243v1_protein.faa.gz"
"22164","Betaproteobacteria bacterium HGW-Betaproteobacteria-2",2013711,"Betaproteobacteria","SAMN06767612","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/255/GCA_002842255.1_ASM284225v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/255/GCA_002842255.1_ASM284225v1/GCA_002842255.1_ASM284225v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/842/255/GCA_002842255.1_ASM284225v1/GCA_002842255.1_ASM284225v1_protein.faa.gz"
"36737","Hyphomicrobium sp. NDB2Meth4",1892846,"Alphaproteobacteria","SAMEA4534596","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/117/445/GCA_900117445.1_NDB2Meth4_draft_genome_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/117/445/GCA_900117445.1_NDB2Meth4_draft_genome_assembly/GCA_900117445.1_NDB2Meth4_draft_genome_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/117/445/GCA_900117445.1_NDB2Meth4_draft_genome_assembly/GCA_900117445.1_NDB2Meth4_draft_genome_assembly_protein.faa.gz"
"13350","Rhizobiales bacterium 62-47",1895811,"Alphaproteobacteria","SAMN05660618","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/255/GCA_001899255.1_ASM189925v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/255/GCA_001899255.1_ASM189925v1/GCA_001899255.1_ASM189925v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/255/GCA_001899255.1_ASM189925v1/GCA_001899255.1_ASM189925v1_protein.faa.gz"
"12279","Filomicrobium insigne",418854,"Alphaproteobacteria","SAMN04488061","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/305/GCA_900104305.1_IMG-taxon_2617270918_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/305/GCA_900104305.1_IMG-taxon_2617270918_annotated_assembly/GCA_900104305.1_IMG-taxon_2617270918_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/305/GCA_900104305.1_IMG-taxon_2617270918_annotated_assembly/GCA_900104305.1_IMG-taxon_2617270918_annotated_assembly_protein.faa.gz"
"9480","Methyloceanibacter methanicus",1774968,"Alphaproteobacteria","SAMN04328993","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/285/GCA_001723285.1_ASM172328v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/285/GCA_001723285.1_ASM172328v1/GCA_001723285.1_ASM172328v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/285/GCA_001723285.1_ASM172328v1/GCA_001723285.1_ASM172328v1_protein.faa.gz"
"9423","Candidatus Thiodiazotropha endolucinida",1655433,"Gammaproteobacteria","SAMN03435122","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/975/GCA_001715975.1_ASM171597v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/975/GCA_001715975.1_ASM171597v1/GCA_001715975.1_ASM171597v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/975/GCA_001715975.1_ASM171597v1/GCA_001715975.1_ASM171597v1_protein.faa.gz"
"7232","Candidatus Filomicrobium marinum",1608628,"Alphaproteobacteria","SAMEA3234137","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/545/GCA_000981545.1_Y1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/545/GCA_000981545.1_Y1/GCA_000981545.1_Y1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/545/GCA_000981545.1_Y1/GCA_000981545.1_Y1_protein.faa.gz"
"14639","Gammaproteobacteria bacterium 45_16_T64",1856297,"Gammaproteobacteria","SAMN05179577","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/955/GCA_002162955.1_ASM216295v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/955/GCA_002162955.1_ASM216295v1/GCA_002162955.1_ASM216295v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/955/GCA_002162955.1_ASM216295v1/GCA_002162955.1_ASM216295v1_protein.faa.gz"
"14629","Oleiphilus messinensis",141451,"Gammaproteobacteria","SAMN06234459","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/375/GCA_002162375.1_ASM216237v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/375/GCA_002162375.1_ASM216237v1/GCA_002162375.1_ASM216237v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/375/GCA_002162375.1_ASM216237v1/GCA_002162375.1_ASM216237v1_protein.faa.gz"
"14434","Colwellia mytili",1888913,"Gammaproteobacteria","SAMN06670374","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/104/475/GCA_002104475.1_ASM210447v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/104/475/GCA_002104475.1_ASM210447v1/GCA_002104475.1_ASM210447v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/104/475/GCA_002104475.1_ASM210447v1/GCA_002104475.1_ASM210447v1_protein.faa.gz"
"3379","Pseudomonas umsongensis",198618,"Gammaproteobacteria","SAMN04490206","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/285/GCA_900105285.1_IMG-taxon_2639762618_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/285/GCA_900105285.1_IMG-taxon_2639762618_annotated_assembly/GCA_900105285.1_IMG-taxon_2639762618_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/285/GCA_900105285.1_IMG-taxon_2639762618_annotated_assembly/GCA_900105285.1_IMG-taxon_2639762618_annotated_assembly_protein.faa.gz"
"2407","Kosakonia radicincitans DSM 16656",1177180,"Gammaproteobacteria","SAMN02470245","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2/GCA_000280495.2_ASM28049v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/495/GCA_000280495.2_ASM28049v2/GCA_000280495.2_ASM28049v2_protein.faa.gz"
"6185","Kosakonia oryzae",497725,"Gammaproteobacteria","SAMN04419549","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.1_ASM165802v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.1_ASM165802v1/GCA_001658025.1_ASM165802v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.1_ASM165802v1/GCA_001658025.1_ASM165802v1_protein.faa.gz"
"14997","Colwellia agarivorans",1911682,"Gammaproteobacteria","SAMN06309550","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/085/GCA_002000085.1_ASM200008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/085/GCA_002000085.1_ASM200008v1/GCA_002000085.1_ASM200008v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/085/GCA_002000085.1_ASM200008v1/GCA_002000085.1_ASM200008v1_protein.faa.gz"
"13866","Marinobacter lutaoensis",135739,"Gammaproteobacteria","SAMN06134660","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/305/GCA_001981305.1_ASM198130v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/305/GCA_001981305.1_ASM198130v1/GCA_001981305.1_ASM198130v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/305/GCA_001981305.1_ASM198130v1/GCA_001981305.1_ASM198130v1_protein.faa.gz"
"39488","Colwellia sp. UCD-KL20",1917165,"Gammaproteobacteria","SAMN06007765","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/957/175/GCA_001957175.1_ASM195717v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/957/175/GCA_001957175.1_ASM195717v1/GCA_001957175.1_ASM195717v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/957/175/GCA_001957175.1_ASM195717v1/GCA_001957175.1_ASM195717v1_protein.faa.gz"
"5934","Pseudomonas frederiksbergensis",104087,"Gammaproteobacteria","SAMN05947123","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/645/GCA_001874645.1_ASM187464v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/645/GCA_001874645.1_ASM187464v1/GCA_001874645.1_ASM187464v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/645/GCA_001874645.1_ASM187464v1/GCA_001874645.1_ASM187464v1_protein.faa.gz"
"12717","Neptunomonas qingdaonensis",1045558,"Gammaproteobacteria","SAMN05216175","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/275/GCA_900113275.1_IMG-taxon_2663762747_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/275/GCA_900113275.1_IMG-taxon_2663762747_annotated_assembly/GCA_900113275.1_IMG-taxon_2663762747_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/275/GCA_900113275.1_IMG-taxon_2663762747_annotated_assembly/GCA_900113275.1_IMG-taxon_2663762747_annotated_assembly_protein.faa.gz"
"12808","Marinobacter gudaonensis",375760,"Gammaproteobacteria","SAMN04488073","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/175/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/175/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/175/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly/GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly_protein.faa.gz"
"12601","Marinobacter segnicrescens",430453,"Gammaproteobacteria","SAMN04487962","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/555/GCA_900111555.1_IMG-taxon_2617270929_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/555/GCA_900111555.1_IMG-taxon_2617270929_annotated_assembly/GCA_900111555.1_IMG-taxon_2617270929_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/555/GCA_900111555.1_IMG-taxon_2617270929_annotated_assembly/GCA_900111555.1_IMG-taxon_2617270929_annotated_assembly_protein.faa.gz"
"14963","Pseudomonas aestusnigri",857252,"Gammaproteobacteria","SAMN06688252","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/985/GCA_002197985.1_ASM219798v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/985/GCA_002197985.1_ASM219798v1/GCA_002197985.1_ASM219798v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/985/GCA_002197985.1_ASM219798v1/GCA_002197985.1_ASM219798v1_protein.faa.gz"
"11283","Gallionellales bacterium GWA2_54_124",1798243,"Betaproteobacteria","SAMN04314108","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/025/GCA_001801025.1_ASM180102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/025/GCA_001801025.1_ASM180102v1/GCA_001801025.1_ASM180102v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/025/GCA_001801025.1_ASM180102v1/GCA_001801025.1_ASM180102v1_protein.faa.gz"
"9486","Candidatus Endobugula sertula",62101,"Gammaproteobacteria","SAMN03766367","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/645/GCA_001723645.1_AB1_endobugula","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/645/GCA_001723645.1_AB1_endobugula/GCA_001723645.1_AB1_endobugula_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/645/GCA_001723645.1_AB1_endobugula/GCA_001723645.1_AB1_endobugula_protein.faa.gz"
"6032","Aeromonas piscicola",600645,"Gammaproteobacteria","SAMEA2752415","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/005/GCA_000820005.1_PRJEB7033","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/005/GCA_000820005.1_PRJEB7033/GCA_000820005.1_PRJEB7033_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/005/GCA_000820005.1_PRJEB7033/GCA_000820005.1_PRJEB7033_protein.faa.gz"
"31011","Microbulbifer sp. ZGT114",1685377,"Gammaproteobacteria","SAMN04376035","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/605/GCA_001507605.1_ASM150760v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/605/GCA_001507605.1_ASM150760v1/GCA_001507605.1_ASM150760v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/605/GCA_001507605.1_ASM150760v1/GCA_001507605.1_ASM150760v1_protein.faa.gz"
"7400","Vibrio xuii",170661,"Gammaproteobacteria","SAMN03952450","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/855/GCA_001274855.1_ASM127485v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/855/GCA_001274855.1_ASM127485v1/GCA_001274855.1_ASM127485v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/855/GCA_001274855.1_ASM127485v1/GCA_001274855.1_ASM127485v1_protein.faa.gz"
"38217","Photobacterium sp. GB-56",2022106,"Gammaproteobacteria","SAMN07327781","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/105/GCA_003026105.1_ASM302610v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/105/GCA_003026105.1_ASM302610v1/GCA_003026105.1_ASM302610v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/105/GCA_003026105.1_ASM302610v1/GCA_003026105.1_ASM302610v1_protein.faa.gz"
"23027","Photobacterium indicum",81447,"Gammaproteobacteria","SAMN07327758","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/215/GCA_003026215.1_ASM302621v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/215/GCA_003026215.1_ASM302621v1/GCA_003026215.1_ASM302621v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/215/GCA_003026215.1_ASM302621v1/GCA_003026215.1_ASM302621v1_protein.faa.gz"
"36827","Photobacterium sp. GB-72",2022105,"Gammaproteobacteria","SAMN07327780","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/095/GCA_003026095.1_ASM302609v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/095/GCA_003026095.1_ASM302609v1/GCA_003026095.1_ASM302609v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/095/GCA_003026095.1_ASM302609v1/GCA_003026095.1_ASM302609v1_protein.faa.gz"
"29448","Photobacterium profundum",74109,"Gammaproteobacteria","SAMN07327759","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/285/GCA_003026285.1_ASM302628v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/285/GCA_003026285.1_ASM302628v1/GCA_003026285.1_ASM302628v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/285/GCA_003026285.1_ASM302628v1/GCA_003026285.1_ASM302628v1_protein.faa.gz"
"40726","Photobacterium sp. GB-3",2022110,"Gammaproteobacteria","SAMN07327785","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/155/GCA_003026155.1_ASM302615v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/155/GCA_003026155.1_ASM302615v1/GCA_003026155.1_ASM302615v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/155/GCA_003026155.1_ASM302615v1/GCA_003026155.1_ASM302615v1_protein.faa.gz"
"41783","Photobacterium sp. GB-1",2022111,"Gammaproteobacteria","SAMN07327786","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/165/GCA_003026165.1_ASM302616v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/165/GCA_003026165.1_ASM302616v1/GCA_003026165.1_ASM302616v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/165/GCA_003026165.1_ASM302616v1/GCA_003026165.1_ASM302616v1_protein.faa.gz"
"39521","Photobacterium sp. GB-36",2022108,"Gammaproteobacteria","SAMN07327783","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/135/GCA_003026135.1_ASM302613v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/135/GCA_003026135.1_ASM302613v1/GCA_003026135.1_ASM302613v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/026/135/GCA_003026135.1_ASM302613v1/GCA_003026135.1_ASM302613v1_protein.faa.gz"
"7891","Curvibacter sp. AEP1-3",1844971,"Betaproteobacteria","SAMN04943348","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/715/GCA_002163715.1_ASM216371v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/715/GCA_002163715.1_ASM216371v1/GCA_002163715.1_ASM216371v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/715/GCA_002163715.1_ASM216371v1/GCA_002163715.1_ASM216371v1_protein.faa.gz"
"14645","Vibrio mangrovi",474394,"Gammaproteobacteria","SAMEA103894552","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/184/095/GCA_900184095.1_Vmangrovi_CECT7927_Spades_Prokka","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/184/095/GCA_900184095.1_Vmangrovi_CECT7927_Spades_Prokka/GCA_900184095.1_Vmangrovi_CECT7927_Spades_Prokka_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/184/095/GCA_900184095.1_Vmangrovi_CECT7927_Spades_Prokka/GCA_900184095.1_Vmangrovi_CECT7927_Spades_Prokka_protein.faa.gz"
"36997","Vibrio campbellii CAIM 519 = NBRC 15631",1224742,"Gammaproteobacteria","SAMN05172285","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/755/GCA_002163755.1_ASM216375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/755/GCA_002163755.1_ASM216375v1/GCA_002163755.1_ASM216375v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/755/GCA_002163755.1_ASM216375v1/GCA_002163755.1_ASM216375v1_protein.faa.gz"
"26253","Oleispira antarctica",188908,"Gammaproteobacteria","SAMN05179578","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/965/GCA_002162965.1_ASM216296v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/965/GCA_002162965.1_ASM216296v1/GCA_002162965.1_ASM216296v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/965/GCA_002162965.1_ASM216296v1/GCA_002162965.1_ASM216296v1_protein.faa.gz"
"14641","'Osedax' symbiont bacterium Rs2_46_30_T18",1856298,"unclassified Bacteria (miscellaneous)","SAMN05179579","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/025/GCA_002163025.1_ASM216302v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/025/GCA_002163025.1_ASM216302v1/GCA_002163025.1_ASM216302v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/025/GCA_002163025.1_ASM216302v1/GCA_002163025.1_ASM216302v1_protein.faa.gz"
