"","organism","subgroup","level","RefSeq.FTP","tbl","prt"
"40191","Aeromonas salmonicida subsp. salmonicida",4.80617,"SAMN03295755","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/985/GCA_000931985.2_ASM93198v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/985/GCA_000931985.2_ASM93198v2/GCA_000931985.2_ASM93198v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/985/GCA_000931985.2_ASM93198v2/GCA_000931985.2_ASM93198v2_protein.faa.gz"
"8912","Pseudomonas donghuensis",5.64603,"SAMN02472130","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/195/GCA_000259195.1_LF10417_PSEudwD","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/195/GCA_000259195.1_LF10417_PSEudwD/GCA_000259195.1_LF10417_PSEudwD_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/195/GCA_000259195.1_LF10417_PSEudwD/GCA_000259195.1_LF10417_PSEudwD_protein.faa.gz"
"9069","Achromobacter ruhlandii",6.36668,"SAMN05715545","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/135/GCA_002082135.1_ASM208213v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/135/GCA_002082135.1_ASM208213v1/GCA_002082135.1_ASM208213v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/135/GCA_002082135.1_ASM208213v1/GCA_002082135.1_ASM208213v1_protein.faa.gz"
"8028","Bradyrhizobium lablabi",8.81729,"SAMN02689497","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/475/GCA_001440475.1_ASM144047v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/475/GCA_001440475.1_ASM144047v1/GCA_001440475.1_ASM144047v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/475/GCA_001440475.1_ASM144047v1/GCA_001440475.1_ASM144047v1_protein.faa.gz"
"27829","Afipia broomeae",7.95116,"SAMN05880572","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/797/635/GCA_002797635.1_ASM279763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/797/635/GCA_002797635.1_ASM279763v1/GCA_002797635.1_ASM279763v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/797/635/GCA_002797635.1_ASM279763v1/GCA_002797635.1_ASM279763v1_protein.faa.gz"
"21915","Aeromonas cavernicola",3.88763,"SAMN07981412","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/305/GCA_002795305.1_ASM279530v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/305/GCA_002795305.1_ASM279530v1/GCA_002795305.1_ASM279530v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/305/GCA_002795305.1_ASM279530v1/GCA_002795305.1_ASM279530v1_protein.faa.gz"
"29088","Methylobacterium radiotolerans",6.2984,"SAMN03406712","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/325/GCA_001981325.1_ASM198132v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/325/GCA_001981325.1_ASM198132v1/GCA_001981325.1_ASM198132v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/981/325/GCA_001981325.1_ASM198132v1/GCA_001981325.1_ASM198132v1_protein.faa.gz"
"27949","Marinobacter manganoxydans",3.692,"SAMN06457680","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/420/275/GCA_002420275.1_ASM242027v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/420/275/GCA_002420275.1_ASM242027v1/GCA_002420275.1_ASM242027v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/420/275/GCA_002420275.1_ASM242027v1/GCA_002420275.1_ASM242027v1_protein.faa.gz"
"4400","Microbulbifer agarilyticus",4.25563,"SAMN06311449","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/945/GCA_001999945.1_ASM199994v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/945/GCA_001999945.1_ASM199994v1/GCA_001999945.1_ASM199994v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/945/GCA_001999945.1_ASM199994v1/GCA_001999945.1_ASM199994v1_protein.faa.gz"
"21940","Shewanella carassii",4.37529,"SAMN07080850","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/777/975/GCA_002777975.1_ASM277797v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/777/975/GCA_002777975.1_ASM277797v1/GCA_002777975.1_ASM277797v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/777/975/GCA_002777975.1_ASM277797v1/GCA_002777975.1_ASM277797v1_protein.faa.gz"
"30308","Marinomonas sp. BSi20584",4.84858,"SAMN03333110","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/415/GCA_002792415.1_ASM279241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/415/GCA_002792415.1_ASM279241v1/GCA_002792415.1_ASM279241v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/415/GCA_002792415.1_ASM279241v1/GCA_002792415.1_ASM279241v1_protein.faa.gz"
"21579","Zetaproteobacteria bacterium CG_4_8_14_3_um_filter_59_5",1.81766,"SAMN06659967","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/155/GCA_002788155.1_ASM278815v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/155/GCA_002788155.1_ASM278815v1/GCA_002788155.1_ASM278815v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/155/GCA_002788155.1_ASM278815v1/GCA_002788155.1_ASM278815v1_protein.faa.gz"
"21609","Piscirickettsiaceae bacterium CG_4_9_14_0_2_um_filter_44_546",2.18999,"SAMN06659997","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/795/GCA_002788795.1_ASM278879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/795/GCA_002788795.1_ASM278879v1/GCA_002788795.1_ASM278879v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/795/GCA_002788795.1_ASM278879v1/GCA_002788795.1_ASM278879v1_protein.faa.gz"
"21623","Zetaproteobacteria bacterium CG_4_9_14_0_2_um_filter_59_191",2.33309,"SAMN06660012","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/095/GCA_002789095.1_ASM278909v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/095/GCA_002789095.1_ASM278909v1/GCA_002789095.1_ASM278909v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/095/GCA_002789095.1_ASM278909v1/GCA_002789095.1_ASM278909v1_protein.faa.gz"
"21660","Comamonadaceae bacterium CG_4_9_14_3_um_filter_60_33",3.05791,"SAMN06660054","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/915/GCA_002789915.1_ASM278991v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/915/GCA_002789915.1_ASM278991v1/GCA_002789915.1_ASM278991v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/915/GCA_002789915.1_ASM278991v1/GCA_002789915.1_ASM278991v1_protein.faa.gz"
"21713","Piscirickettsiaceae bacterium CG_4_9_14_3_um_filter_43_564",2.23648,"SAMN06660107","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/790/975/GCA_002790975.1_ASM279097v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/790/975/GCA_002790975.1_ASM279097v1/GCA_002790975.1_ASM279097v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/790/975/GCA_002790975.1_ASM279097v1/GCA_002790975.1_ASM279097v1_protein.faa.gz"
"21742","Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_49_83",2.67935,"SAMN06660135","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/545/GCA_002791545.1_ASM279154v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/545/GCA_002791545.1_ASM279154v1/GCA_002791545.1_ASM279154v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/545/GCA_002791545.1_ASM279154v1/GCA_002791545.1_ASM279154v1_protein.faa.gz"
"21741","Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_53_7",2.00327,"SAMN06660136","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/535/GCA_002791535.1_ASM279153v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/535/GCA_002791535.1_ASM279153v1/GCA_002791535.1_ASM279153v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/535/GCA_002791535.1_ASM279153v1/GCA_002791535.1_ASM279153v1_protein.faa.gz"
"21743","Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_54_145",2.85241,"SAMN06660137","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/575/GCA_002791575.1_ASM279157v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/575/GCA_002791575.1_ASM279157v1/GCA_002791575.1_ASM279157v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/575/GCA_002791575.1_ASM279157v1/GCA_002791575.1_ASM279157v1_protein.faa.gz"
"21785","Piscirickettsiaceae bacterium CG_4_10_14_0_2_um_filter_44_336",2.20682,"SAMN06659758","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/475/GCA_002792475.1_ASM279247v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/475/GCA_002792475.1_ASM279247v1/GCA_002792475.1_ASM279247v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/792/475/GCA_002792475.1_ASM279247v1/GCA_002792475.1_ASM279247v1_protein.faa.gz"
"21423","Hydrogenophilales bacterium CG_4_10_14_0_8_um_filter_62_70",2.30042,"SAMN06659814","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/145/GCA_002785145.1_ASM278514v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/145/GCA_002785145.1_ASM278514v1/GCA_002785145.1_ASM278514v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/145/GCA_002785145.1_ASM278514v1/GCA_002785145.1_ASM278514v1_protein.faa.gz"
"21390","Piscirickettsiaceae bacterium CG_4_10_14_0_8_um_filter_44_742",2.28653,"SAMN06659834","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/485/GCA_002784485.1_ASM278448v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/485/GCA_002784485.1_ASM278448v1/GCA_002784485.1_ASM278448v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/485/GCA_002784485.1_ASM278448v1/GCA_002784485.1_ASM278448v1_protein.faa.gz"
"21383","Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_49_80",2.92141,"SAMN06659850","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/325/GCA_002784325.1_ASM278432v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/325/GCA_002784325.1_ASM278432v1/GCA_002784325.1_ASM278432v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/325/GCA_002784325.1_ASM278432v1/GCA_002784325.1_ASM278432v1_protein.faa.gz"
"21410","Zetaproteobacteria bacterium CG_4_10_14_0_8_um_filter_59_127",2.32493,"SAMN06659852","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/885/GCA_002784885.1_ASM278488v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/885/GCA_002784885.1_ASM278488v1/GCA_002784885.1_ASM278488v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/885/GCA_002784885.1_ASM278488v1/GCA_002784885.1_ASM278488v1_protein.faa.gz"
"21406","Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_42",2.89106,"SAMN06659859","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/775/GCA_002784775.1_ASM278477v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/775/GCA_002784775.1_ASM278477v1/GCA_002784775.1_ASM278477v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/775/GCA_002784775.1_ASM278477v1/GCA_002784775.1_ASM278477v1_protein.faa.gz"
"21322","Piscirickettsiaceae bacterium CG_4_10_14_3_um_filter_44_349",2.35351,"SAMN06659886","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/055/GCA_002783055.1_ASM278305v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/055/GCA_002783055.1_ASM278305v1/GCA_002783055.1_ASM278305v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/055/GCA_002783055.1_ASM278305v1/GCA_002783055.1_ASM278305v1_protein.faa.gz"
"21312","Zetaproteobacteria bacterium CG_4_10_14_3_um_filter_54_28",2.98957,"SAMN06659900","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/825/GCA_002782825.1_ASM278282v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/825/GCA_002782825.1_ASM278282v1/GCA_002782825.1_ASM278282v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/825/GCA_002782825.1_ASM278282v1/GCA_002782825.1_ASM278282v1_protein.faa.gz"
"21350","Hydrogenophilales bacterium CG_4_8_14_3_um_filter_62_83",2.27828,"SAMN06659929","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/625/GCA_002783625.1_ASM278362v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/625/GCA_002783625.1_ASM278362v1/GCA_002783625.1_ASM278362v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/625/GCA_002783625.1_ASM278362v1/GCA_002783625.1_ASM278362v1_protein.faa.gz"
"21347","Piscirickettsiaceae bacterium CG_4_8_14_3_um_filter_44_38",2.25439,"SAMN06659950","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/565/GCA_002783565.1_ASM278356v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/565/GCA_002783565.1_ASM278356v1/GCA_002783565.1_ASM278356v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/565/GCA_002783565.1_ASM278356v1/GCA_002783565.1_ASM278356v1_protein.faa.gz"
"21271","Hydrogenophilales bacterium CG12_big_fil_rev_8_21_14_0_65_61_21",2.26523,"SAMN06659556","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/005/GCA_002782005.1_ASM278200v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/005/GCA_002782005.1_ASM278200v1/GCA_002782005.1_ASM278200v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/005/GCA_002782005.1_ASM278200v1/GCA_002782005.1_ASM278200v1_protein.faa.gz"
"21267","Piscirickettsiaceae bacterium CG12_big_fil_rev_8_21_14_0_65_44_934",2.16452,"SAMN06659563","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/925/GCA_002781925.1_ASM278192v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/925/GCA_002781925.1_ASM278192v1/GCA_002781925.1_ASM278192v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/925/GCA_002781925.1_ASM278192v1/GCA_002781925.1_ASM278192v1_protein.faa.gz"
"21266","Zetaproteobacteria bacterium CG12_big_fil_rev_8_21_14_0_65_54_13",2.96911,"SAMN06659567","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/905/GCA_002781905.1_ASM278190v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/905/GCA_002781905.1_ASM278190v1/GCA_002781905.1_ASM278190v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/905/GCA_002781905.1_ASM278190v1/GCA_002781905.1_ASM278190v1_protein.faa.gz"
"21338","Hydrogenophilales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_62_31",2.2889,"SAMN06659572","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/355/GCA_002783355.1_ASM278335v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/355/GCA_002783355.1_ASM278335v1/GCA_002783355.1_ASM278335v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/355/GCA_002783355.1_ASM278335v1/GCA_002783355.1_ASM278335v1_protein.faa.gz"
"21236","Zetaproteobacteria bacterium CG02_land_8_20_14_3_00_50_9",2.83406,"SAMN06659184","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/245/GCA_002781245.1_ASM278124v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/245/GCA_002781245.1_ASM278124v1/GCA_002781245.1_ASM278124v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/245/GCA_002781245.1_ASM278124v1/GCA_002781245.1_ASM278124v1_protein.faa.gz"
"21213","Hydrogenophilales bacterium CG03_land_8_20_14_0_80_62_28",2.2198,"SAMN06659188","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/735/GCA_002780735.1_ASM278073v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/735/GCA_002780735.1_ASM278073v1/GCA_002780735.1_ASM278073v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/735/GCA_002780735.1_ASM278073v1/GCA_002780735.1_ASM278073v1_protein.faa.gz"
"21208","Gallionellales bacterium CG03_land_8_20_14_0_80_55_15",1.61386,"SAMN06659192","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/675/GCA_002780675.1_ASM278067v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/675/GCA_002780675.1_ASM278067v1/GCA_002780675.1_ASM278067v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/675/GCA_002780675.1_ASM278067v1/GCA_002780675.1_ASM278067v1_protein.faa.gz"
"21178","Zetaproteobacteria bacterium CG03_land_8_20_14_0_80_59_51",2.3343,"SAMN06659211","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/855/GCA_002779855.1_ASM277985v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/855/GCA_002779855.1_ASM277985v1/GCA_002779855.1_ASM277985v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/855/GCA_002779855.1_ASM277985v1/GCA_002779855.1_ASM277985v1_protein.faa.gz"
"21166","Zetaproteobacteria bacterium CG06_land_8_20_14_3_00_59_53",2.36633,"SAMN06659231","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/605/GCA_002779605.1_ASM277960v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/605/GCA_002779605.1_ASM277960v1/GCA_002779605.1_ASM277960v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/605/GCA_002779605.1_ASM277960v1/GCA_002779605.1_ASM277960v1_protein.faa.gz"
"21185","Piscirickettsiaceae bacterium CG07_land_8_20_14_0_80_44_28",2.27977,"SAMN06659250","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/995/GCA_002779995.1_ASM277999v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/995/GCA_002779995.1_ASM277999v1/GCA_002779995.1_ASM277999v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/779/995/GCA_002779995.1_ASM277999v1/GCA_002779995.1_ASM277999v1_protein.faa.gz"
"21533","Zetaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_59_439",2.37335,"SAMN06659546","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/925/GCA_002786925.1_ASM278692v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/925/GCA_002786925.1_ASM278692v1/GCA_002786925.1_ASM278692v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/925/GCA_002786925.1_ASM278692v1/GCA_002786925.1_ASM278692v1_protein.faa.gz"
"21527","Piscirickettsiaceae bacterium CG18_big_fil_WC_8_21_14_2_50_44_103",2.3717,"SAMN06659623","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/735/GCA_002786735.1_ASM278673v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/735/GCA_002786735.1_ASM278673v1/GCA_002786735.1_ASM278673v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/735/GCA_002786735.1_ASM278673v1/GCA_002786735.1_ASM278673v1_protein.faa.gz"
"20953","Zetaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_54_7",2.02237,"SAMN06659705","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/755/GCA_002771755.1_ASM277175v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/755/GCA_002771755.1_ASM277175v1/GCA_002771755.1_ASM277175v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/755/GCA_002771755.1_ASM277175v1/GCA_002771755.1_ASM277175v1_protein.faa.gz"
"20951","Zetaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_59_86",2.36761,"SAMN06659706","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/735/GCA_002771735.1_ASM277173v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/735/GCA_002771735.1_ASM277173v1/GCA_002771735.1_ASM277173v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/735/GCA_002771735.1_ASM277173v1/GCA_002771735.1_ASM277173v1_protein.faa.gz"
"14504","Rhizobacter gummiphilus",6.3981,"SAMN04621830","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/905/GCA_002116905.1_ASM211690v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/905/GCA_002116905.1_ASM211690v1/GCA_002116905.1_ASM211690v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/905/GCA_002116905.1_ASM211690v1/GCA_002116905.1_ASM211690v1_protein.faa.gz"
"21518","Methylobacterium frigidaeris",6.39533,"SAMN07836923","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/055/GCA_002759055.1_ASM275905v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/055/GCA_002759055.1_ASM275905v1/GCA_002759055.1_ASM275905v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/055/GCA_002759055.1_ASM275905v1/GCA_002759055.1_ASM275905v1_protein.faa.gz"
"27515","Mitsuaria sp. HWN-4",5.73812,"SAMN07832637","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/755/GCA_002761755.1_ASM276175v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/755/GCA_002761755.1_ASM276175v1/GCA_002761755.1_ASM276175v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/755/GCA_002761755.1_ASM276175v1/GCA_002761755.1_ASM276175v1_protein.faa.gz"
"1152","Methylosinus trichosporium OB3b",4.96226,"SAMN02441795","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/815/GCA_000178815.2_ASM17881v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/815/GCA_000178815.2_ASM17881v2/GCA_000178815.2_ASM17881v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/815/GCA_000178815.2_ASM17881v2/GCA_000178815.2_ASM17881v2_protein.faa.gz"
"21483","Marinobacter guineae",4.45888,"SAMN07602866","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/744/735/GCA_002744735.1_ASM274473v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/744/735/GCA_002744735.1_ASM274473v1/GCA_002744735.1_ASM274473v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/744/735/GCA_002744735.1_ASM274473v1/GCA_002744735.1_ASM274473v1_protein.faa.gz"
"38215","Marinobacter sp. PWS21",4.03461,"SAMN07602843","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/744/715/GCA_002744715.1_ASM274471v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/744/715/GCA_002744715.1_ASM274471v1/GCA_002744715.1_ASM274471v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/744/715/GCA_002744715.1_ASM274471v1/GCA_002744715.1_ASM274471v1_protein.faa.gz"
"28642","Desulfobulbus propionicus",1.61405,"SAMN07757563","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/746/685/GCA_002746685.1_ASM274668v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/746/685/GCA_002746685.1_ASM274668v1/GCA_002746685.1_ASM274668v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/746/685/GCA_002746685.1_ASM274668v1/GCA_002746685.1_ASM274668v1_protein.faa.gz"
